trip_id,stop_id,stop_sequence,arrival_time,departure_time,pickup_type,drop_off_type
TI_561_20260405,TI:SALERNO,1,19:32:00,19:32:00,0,0
TI_9611_20260405,TI:TORINO_PORTA_NUOVA,0,06:40:00,06:40:00,0,0
TI_9611_20260405,TI:NAPOLI_CENTRALE,1,12:33:00,12:33:00,0,0
TI_9519_20260405,TI:TORINO_PORTA_NUOVA,0,06:50:00,06:50:00,0,0
TI_9519_20260405,TI:SALERNO,1,14:06:00,14:06:00,0,0
TI_9583_20260405,TI:TORINO_PORTA_NUOVA,0,07:50:00,07:50:00,0,0
TI_9583_20260405,TI:SALERNO,1,15:03:00,15:03:00,0,0
TI_9311_20260405,TI:TORINO_PORTA_NUOVA,0,08:35:00,08:35:00,0,0
TI_9311_20260405,TI:BOLOGNA_CENTRALE,1,11:09:00,11:09:00,0,0
TI_9527_20260405,TI:BOLOGNA_CENTRALE,0,11:27:00,11:27:00,0,0
TI_9527_20260405,TI:SALERNO,1,16:06:00,16:06:00,0,0
TI_9805_20260405,TI:TORINO_PORTA_NUOVA,0,09:00:00,09:00:00,0,0
TI_9805_20260405,TI:BOLOGNA_CENTRALE,1,11:42:00,11:42:00,0,0
TI_9623_20260405,TI:BOLOGNA_CENTRALE,0,12:07:00,12:07:00,0,0
TI_9623_20260405,TI:SALERNO,1,16:14:00,16:14:00,0,0
TI_9587_20260405,TI:TORINO_PORTA_NUOVA,0,09:50:00,09:50:00,0,0
TI_9587_20260405,TI:SALERNO,1,17:08:00,17:08:00,0,0
TI_511_20260405,TI:TORINO_PORTA_NUOVA,0,10:40:00,10:40:00,0,0
TI_511_20260405,TI:SALERNO,1,21:24:00,21:24:00,0,0
TI_597_20260405,TI:MILANO_CENTRALE,0,13:48:00,13:48:00,0,0
TI_597_20260405,TI:SALERNO,1,24:27:00,24:27:00,0,0
TI_9535_20260405,TI:TORINO_PORTA_NUOVA,0,10:55:00,10:55:00,0,0
TI_9535_20260405,TI:BOLOGNA_CENTRALE,1,13:24:00,13:24:00,0,0
TI_8419_20260405,TI:BOLOGNA_CENTRALE,0,14:02:00,14:02:00,0,0
TI_8419_20260405,TI:SALERNO,1,18:09:00,18:09:00,0,0
TI_9616_20260403,TI:NAPOLI_CENTRALE,0,06:55:00,06:55:00,0,0
TI_9616_20260403,TI:MILANO_CENTRALE,1,11:35:00,11:35:00,0,0
TI_9516_20260403,TI:MILANO_CENTRALE,0,12:02:00,12:02:00,0,0
TI_9516_20260403,TI:TORINO_PORTA_NUOVA,1,13:04:00,13:04:00,0,0
TI_9490_20260403,TI:SALERNO,0,06:10:00,06:10:00,0,0
TI_9490_20260403,TI:ROMA_TERMINI,1,08:20:00,08:20:00,0,0
TI_9308_20260403,TI:ROMA_TERMINI,0,09:25:00,09:25:00,0,0
TI_9308_20260403,TI:TORINO_PORTA_NUOVA,1,14:20:00,14:20:00,0,0
TI_510_20260403,TI:SALERNO,0,06:36:00,06:36:00,0,0
TI_510_20260403,TI:NAPOLI_CENTRALE,1,07:18:00,07:18:00,0,0
TI_9520_20260403,TI:NAPOLI_CENTRALE,0,07:45:00,07:45:00,0,0
TI_9520_20260403,TI:ROMA_TERMINI,1,09:00:00,09:00:00,0,0
TI_9524_20260403,TI:SALERNO,0,07:44:00,07:44:00,0,0
TI_9524_20260403,TI:ROMA_TERMINI,1,09:50:00,09:50:00,0,0
TI_9626_20260403,TI:ROMA_TERMINI,0,10:50:00,10:50:00,0,0
TI_9626_20260403,TI:TORINO_PORTA_NUOVA,1,15:14:00,15:14:00,0,0
TI_9310_20260403,TI:NAPOLI_CENTRALE,0,08:55:00,08:55:00,0,0
TI_9310_20260403,TI:ROMA_TERMINI,1,10:08:00,10:08:00,0,0
TI_590_20260403,TI:SALERNO,0,08:58:00,08:58:00,0,0
TI_590_20260403,TI:MILANO_CENTRALE,1,19:25:00,19:25:00,0,0
TI_9514_20260403,TI:SALERNO,0,09:23:00,09:23:00,0,0
TI_9514_20260403,TI:TORINO_PORTA_NUOVA,1,16:06:00,16:06:00,0,0
TI_9616_20260404,TI:NAPOLI_CENTRALE,0,06:55:00,06:55:00,0,0
TI_9616_20260404,TI:MILANO_CENTRALE,1,11:35:00,11:35:00,0,0
TI_9516_20260404,TI:MILANO_CENTRALE,0,12:02:00,12:02:00,0,0
TI_9516_20260404,TI:TORINO_PORTA_NUOVA,1,13:04:00,13:04:00,0,0
TI_9490_20260404,TI:SALERNO,0,06:10:00,06:10:00,0,0
TI_9490_20260404,TI:ROMA_TERMINI,1,08:20:00,08:20:00,0,0
TI_9308_20260404,TI:ROMA_TERMINI,0,09:25:00,09:25:00,0,0
TI_9308_20260404,TI:TORINO_PORTA_NUOVA,1,14:20:00,14:20:00,0,0
TI_510_20260404,TI:SALERNO,0,06:37:00,06:37:00,0,0
TI_510_20260404,TI:NAPOLI_CENTRALE,1,07:16:00,07:16:00,0,0
TI_9520_20260404,TI:NAPOLI_CENTRALE,0,07:45:00,07:45:00,0,0
TI_9520_20260404,TI:ROMA_TERMINI,1,09:00:00,09:00:00,0,0
TI_9524_20260404,TI:SALERNO,0,07:44:00,07:44:00,0,0
TI_9524_20260404,TI:ROMA_TERMINI,1,09:50:00,09:50:00,0,0
TI_9626_20260404,TI:ROMA_TERMINI,0,10:50:00,10:50:00,0,0
TI_9626_20260404,TI:TORINO_PORTA_NUOVA,1,15:14:00,15:14:00,0,0
TI_9310_20260404,TI:NAPOLI_CENTRALE,0,08:55:00,08:55:00,0,0
TI_9310_20260404,TI:ROMA_TERMINI,1,10:08:00,10:08:00,0,0
TI_590_20260404,TI:SALERNO,0,08:58:00,08:58:00,0,0
TI_590_20260404,TI:MILANO_CENTRALE,1,19:25:00,19:25:00,0,0
TI_9514_20260404,TI:SALERNO,0,09:23:00,09:23:00,0,0
TI_9514_20260404,TI:TORINO_PORTA_NUOVA,1,16:06:00,16:06:00,0,0
TI_9490_20260405,TI:SALERNO,0,06:10:00,06:10:00,0,0
TI_9490_20260405,TI:ROMA_TERMINI,1,08:20:00,08:20:00,0,0
TI_9308_20260405,TI:ROMA_TERMINI,0,09:25:00,09:25:00,0,0
TI_9308_20260405,TI:TORINO_PORTA_NUOVA,1,14:20:00,14:20:00,0,0
TI_510_20260405,TI:SALERNO,0,06:37:00,06:37:00,0,0
TI_510_20260405,TI:NAPOLI_CENTRALE,1,07:16:00,07:16:00,0,0
TI_9520_20260405,TI:NAPOLI_CENTRALE,0,07:45:00,07:45:00,0,0
TI_9520_20260405,TI:ROMA_TERMINI,1,09:00:00,09:00:00,0,0
TI_9524_20260405,TI:SALERNO,0,07:44:00,07:44:00,0,0
TI_9524_20260405,TI:ROMA_TERMINI,1,09:50:00,09:50:00,0,0
TI_9626_20260405,TI:ROMA_TERMINI,0,10:50:00,10:50:00,0,0
TI_9626_20260405,TI:TORINO_PORTA_NUOVA,1,15:14:00,15:14:00,0,0
TI_9310_20260405,TI:NAPOLI_CENTRALE,0,08:55:00,08:55:00,0,0
TI_9310_20260405,TI:ROMA_TERMINI,1,10:08:00,10:08:00,0,0
TI_590_20260405,TI:SALERNO,0,08:58:00,08:58:00,0,0
TI_590_20260405,TI:MILANO_CENTRALE,1,19:25:00,19:25:00,0,0
TI_9514_20260405,TI:SALERNO,0,09:23:00,09:23:00,0,0
TI_9514_20260405,TI:TORINO_PORTA_NUOVA,1,16:06:00,16:06:00,0,0
TI_8418_20260405,TI:SALERNO,0,09:59:00,09:59:00,0,0
TI_8418_20260405,TI:ROMA_TERMINI,1,11:25:00,11:25:00,0,0
TI_9532_20260405,TI:ROMA_TERMINI,0,12:10:00,12:10:00,0,0
TI_9532_20260405,TI:TORINO_PORTA_NUOVA,1,17:04:00,17:04:00,0,0
TI_707_20260403,TI:ROMA_TERMINI,0,15:26:00,15:26:00,0,0
TI_707_20260403,TI:NAPOLI_CENTRALE,1,17:34:00,17:34:00,0,0
TI_9613_20260403,TI:MILANO_CENTRALE,0,08:30:00,08:30:00,0,0
TI_9613_20260403,TI:NAPOLI_CENTRALE,1,13:10:00,13:10:00,0,0
TI_9391_20260403,TI:TORINO_PORTA_NUOVA,0,07:30:00,07:30:00,0,0
TI_9391_20260403,TI:ROMA_TERMINI,1,12:35:00,12:35:00,0,0
TI_9409_20260403,TI:ROMA_TERMINI,0,12:50:00,12:50:00,0,0
TI_9409_20260403,TI:NAPOLI_CENTRALE,1,14:03:00,14:03:00,0,0
TI_9617_20260403,TI:MILANO_CENTRALE,0,09:35:00,09:35:00,0,0
TI_9617_20260403,TI:ROMA_TERMINI,1,12:39:00,12:39:00,0,0
TI_9715_20260403,TI:TORINO_PORTA_NUOVA,0,08:00:00,08:00:00,0,0
TI_9715_20260403,TI:RHOFIERA_MILANO,1,08:52:00,08:52:00,0,0
TI_9619_20260403,TI:MILANO_CENTRALE,0,09:58:00,09:58:00,0,0
TI_9619_20260403,TI:NAPOLI_CENTRALE,1,14:33:00,14:33:00,0,0
TI_707_20260404,TI:ROMA_TERMINI,0,15:26:00,15:26:00,0,0
TI_707_20260404,TI:NAPOLI_CENTRALE,1,17:34:00,17:34:00,0,0
TI_9613_20260404,TI:MILANO_CENTRALE,0,08:30:00,08:30:00,0,0
TI_9613_20260404,TI:NAPOLI_CENTRALE,1,13:10:00,13:10:00,0,0
TI_9391_20260404,TI:TORINO_PORTA_NUOVA,0,07:30:00,07:30:00,0,0
TI_9391_20260404,TI:ROMA_TERMINI,1,12:35:00,12:35:00,0,0
TI_9409_20260404,TI:ROMA_TERMINI,0,12:50:00,12:50:00,0,0
TI_9409_20260404,TI:NAPOLI_CENTRALE,1,14:03:00,14:03:00,0,0
TI_9617_20260404,TI:MILANO_CENTRALE,0,09:35:00,09:35:00,0,0
TI_9617_20260404,TI:ROMA_TERMINI,1,12:39:00,12:39:00,0,0
TI_9413_20260404,TI:BOLOGNA_CENTRALE,0,12:02:00,12:02:00,0,0
TI_9413_20260404,TI:NAPOLI_CENTRALE,1,15:48:00,15:48:00,0,0
TI_707_20260405,TI:ROMA_TERMINI,0,15:26:00,15:26:00,0,0
TI_707_20260405,TI:NAPOLI_CENTRALE,1,17:34:00,17:34:00,0,0
TI_9613_20260405,TI:MILANO_CENTRALE,0,08:30:00,08:30:00,0,0
TI_9613_20260405,TI:NAPOLI_CENTRALE,1,13:10:00,13:10:00,0,0
TI_9391_20260405,TI:TORINO_PORTA_NUOVA,0,07:30:00,07:30:00,0,0
TI_9391_20260405,TI:ROMA_TERMINI,1,12:35:00,12:35:00,0,0
TI_9409_20260405,TI:ROMA_TERMINI,0,12:50:00,12:50:00,0,0
TI_9409_20260405,TI:NAPOLI_CENTRALE,1,14:03:00,14:03:00,0,0
TI_9617_20260405,TI:MILANO_CENTRALE,0,09:35:00,09:35:00,0,0
TI_9617_20260405,TI:ROMA_TERMINI,1,12:39:00,12:39:00,0,0
TI_9413_20260405,TI:BOLOGNA_CENTRALE,0,12:02:00,12:02:00,0,0
TI_9413_20260405,TI:NAPOLI_CENTRALE,1,15:48:00,15:48:00,0,0
TI_9612_20260403,TI:NAPOLI_CENTRALE,0,06:30:00,06:30:00,0,0
TI_9612_20260403,TI:TORINO_PORTA_NUOVA,1,12:16:00,12:16:00,0,0
TI_9628_20260403,TI:NAPOLI_CENTRALE,0,09:55:00,09:55:00,0,0
TI_9628_20260403,TI:MILANO_CENTRALE,1,14:35:00,14:35:00,0,0
TI_9612_20260404,TI:NAPOLI_CENTRALE,0,06:30:00,06:30:00,0,0
TI_9612_20260404,TI:TORINO_PORTA_NUOVA,1,12:16:00,12:16:00,0,0
TI_9630_20260404,TI:NAPOLI_CENTRALE,0,10:30:00,10:30:00,0,0
TI_9630_20260404,TI:MILANO_CENTRALE,1,14:58:00,14:58:00,0,0
TI_9296_20260404,TI:MILANO_CENTRALE,0,15:48:00,15:48:00,0,0
TI_9296_20260404,TI:TORINO_PORTA_SUSA,1,16:38:00,16:38:00,0,0
TI_9612_20260405,TI:NAPOLI_CENTRALE,0,06:30:00,06:30:00,0,0
TI_9612_20260405,TI:TORINO_PORTA_NUOVA,1,12:16:00,12:16:00,0,0
TI_9516_20260405,TI:NAPOLI_CENTRALE,0,06:40:00,06:40:00,0,0
TI_9516_20260405,TI:TORINO_PORTA_NUOVA,1,13:04:00,13:04:00,0,0
TI_9632_20260405,TI:NAPOLI_CENTRALE,0,10:55:00,10:55:00,0,0
TI_9632_20260405,TI:MILANO_CENTRALE,1,15:35:00,15:35:00,0,0
TI_9603_20260403,TI:MILANO_CENTRALE,0,06:00:00,06:00:00,0,0
TI_9603_20260403,TI:NAPOLI_CENTRALE,1,10:33:00,10:33:00,0,0
TI_9505_20260403,TI:NAPOLI_CENTRALE,0,10:50:00,10:50:00,0,0
TI_9505_20260403,TI:SALERNO,1,11:27:00,11:27:00,0,0
TI_583_20260403,TI:MILANO_CENTRALE,0,06:05:00,06:05:00,0,0
TI_583_20260403,TI:NAPOLI_CENTRALE,1,15:34:00,15:34:00,0,0
TI_9605_20260403,TI:MILANO_CENTRALE,0,06:35:00,06:35:00,0,0
TI_9605_20260403,TI:NAPOLI_CENTRALE,1,11:03:00,11:03:00,0,0
TI_551_20260403,TI:NAPOLI_CENTRALE,0,11:45:00,11:45:00,0,0
TI_551_20260403,TI:SALERNO,1,12:19:00,12:19:00,0,0
TI_9515_20260403,TI:MILANO_CENTRALE,0,07:10:00,07:10:00,0,0
TI_9515_20260403,TI:SALERNO,1,13:02:00,13:02:00,0,0
TI_9604_20260403,TI:MILANO_CENTRALE,0,07:30:00,07:30:00,0,0
TI_9604_20260403,TI:ROMA_TERMINI,1,10:41:00,10:41:00,0,0
TI_583_20260404,TI:MILANO_CENTRALE,0,06:05:00,06:05:00,0,0
TI_583_20260404,TI:NAPOLI_CENTRALE,1,15:34:00,15:34:00,0,0
TI_9605_20260404,TI:MILANO_CENTRALE,0,06:35:00,06:35:00,0,0
TI_9605_20260404,TI:NAPOLI_CENTRALE,1,11:03:00,11:03:00,0,0
TI_551_20260404,TI:NAPOLI_CENTRALE,0,11:45:00,11:45:00,0,0
TI_551_20260404,TI:SALERNO,1,12:19:00,12:19:00,0,0
TI_1589_20260404,TI:MILANO_CENTRALE,0,06:55:00,06:55:00,0,0
TI_1589_20260404,TI:SALERNO,1,18:16:00,18:16:00,0,0
TI_9515_20260404,TI:MILANO_CENTRALE,0,07:10:00,07:10:00,0,0
TI_9515_20260404,TI:SALERNO,1,13:02:00,13:02:00,0,0
TI_584_20260404,TI:BOLOGNA_CENTRALE,0,11:21:00,11:21:00,0,0
TI_584_20260404,TI:ROMA_TERMINI,1,16:20:00,16:20:00,0,0
TI_591_20260404,TI:ROMA_TERMINI,0,17:26:00,17:26:00,0,0
TI_591_20260404,TI:SALERNO,1,20:30:00,20:30:00,0,0
TI_9604_20260404,TI:MILANO_CENTRALE,0,07:30:00,07:30:00,0,0
TI_9604_20260404,TI:ROMA_TERMINI,1,10:41:00,10:41:00,0,0
TI_583_20260405,TI:MILANO_CENTRALE,0,06:05:00,06:05:00,0,0
TI_583_20260405,TI:NAPOLI_CENTRALE,1,15:34:00,15:34:00,0,0
TI_9607_20260405,TI:MILANO_CENTRALE,0,07:00:00,07:00:00,0,0
TI_9607_20260405,TI:NAPOLI_CENTRALE,1,11:38:00,11:38:00,0,0
TI_9515_20260405,TI:MILANO_CENTRALE,0,07:10:00,07:10:00,0,0
TI_9515_20260405,TI:SALERNO,1,13:02:00,13:02:00,0,0
TI_584_20260405,TI:BOLOGNA_CENTRALE,0,11:21:00,11:21:00,0,0
TI_584_20260405,TI:ROMA_TERMINI,1,16:20:00,16:20:00,0,0
TI_591_20260405,TI:ROMA_TERMINI,0,17:26:00,17:26:00,0,0
TI_591_20260405,TI:SALERNO,1,20:30:00,20:30:00,0,0
TI_9604_20260405,TI:MILANO_CENTRALE,0,07:30:00,07:30:00,0,0
TI_9604_20260405,TI:ROMA_TERMINI,1,10:41:00,10:41:00,0,0
TI_9618_20260403,TI:ROMA_TERMINI,0,08:50:00,08:50:00,0,0
TI_9618_20260403,TI:MILANO_CENTRALE,1,11:58:00,11:58:00,0,0
TI_9620_20260403,TI:ROMA_TERMINI,0,09:25:00,09:25:00,0,0
TI_9620_20260403,TI:MILANO_CENTRALE,1,12:24:00,12:24:00,0,0
TI_635_20260403,TI:GENOVA_PIAZZA_PRINCIPE,0,17:19:00,17:19:00,0,0
TI_635_20260403,TI:MILANO_CENTRALE,1,18:55:00,18:55:00,0,0
TI_9622_20260403,TI:NAPOLI_CENTRALE,0,08:25:00,08:25:00,0,0
TI_9622_20260403,TI:MILANO_CENTRALE,1,12:58:00,12:58:00,0,0
TI_9624_20260403,TI:ROMA_TERMINI,0,10:20:00,10:20:00,0,0
TI_9624_20260403,TI:MILANO_CENTRALE,1,13:35:00,13:35:00,0,0
TI_9618_20260404,TI:ROMA_TERMINI,0,08:50:00,08:50:00,0,0
TI_9618_20260404,TI:MILANO_CENTRALE,1,11:58:00,11:58:00,0,0
TI_9620_20260404,TI:ROMA_TERMINI,0,09:25:00,09:25:00,0,0
TI_9620_20260404,TI:MILANO_CENTRALE,1,12:24:00,12:24:00,0,0
TI_9414_20260404,TI:SALERNO,0,07:13:00,07:13:00,0,0
TI_9414_20260404,TI:BOLOGNA_CENTRALE,1,11:58:00,11:58:00,0,0
TI_9806_20260404,TI:BOLOGNA_CENTRALE,0,12:18:00,12:18:00,0,0
TI_9806_20260404,TI:MILANO_CENTRALE,1,13:25:00,13:25:00,0,0
TI_9624_20260404,TI:ROMA_TERMINI,0,10:20:00,10:20:00,0,0
TI_9624_20260404,TI:MILANO_CENTRALE,1,13:35:00,13:35:00,0,0
TI_9618_20260405,TI:ROMA_TERMINI,0,08:50:00,08:50:00,0,0
TI_9618_20260405,TI:MILANO_CENTRALE,1,11:58:00,11:58:00,0,0
TI_9620_20260405,TI:ROMA_TERMINI,0,09:25:00,09:25:00,0,0
TI_9620_20260405,TI:MILANO_CENTRALE,1,12:24:00,12:24:00,0,0
TI_9414_20260405,TI:SALERNO,0,07:13:00,07:13:00,0,0
TI_9414_20260405,TI:BOLOGNA_CENTRALE,1,11:58:00,11:58:00,0,0
TI_9806_20260405,TI:BOLOGNA_CENTRALE,0,12:18:00,12:18:00,0,0
TI_9806_20260405,TI:MILANO_CENTRALE,1,13:25:00,13:25:00,0,0
TI_9624_20260405,TI:ROMA_TERMINI,0,10:20:00,10:20:00,0,0
TI_9624_20260405,TI:MILANO_CENTRALE,1,13:35:00,13:35:00,0,0
TI_9607_20260403,TI:MILANO_CENTRALE,0,07:00:00,07:00:00,0,0
TI_9607_20260403,TI:NAPOLI_CENTRALE,1,11:38:00,11:38:00,0,0
TI_9607_20260404,TI:MILANO_CENTRALE,0,07:00:00,07:00:00,0,0
TI_9607_20260404,TI:NAPOLI_CENTRALE,1,11:38:00,11:38:00,0,0
TI_582_20260403,TI:NAPOLI_CENTRALE,0,06:26:00,06:26:00,0,0
TI_582_20260403,TI:ROMA_TERMINI,1,08:34:00,08:34:00,0,0
TI_588_20260403,TI:ROMA_TERMINI,0,10:20:00,10:20:00,0,0
TI_588_20260403,TI:BOLOGNA_CENTRALE,1,14:47:00,14:47:00,0,0
TI_608_20260403,TI:BOLOGNA_CENTRALE,0,15:04:00,15:04:00,0,0
TI_608_20260403,TI:MILANO_CENTRALE,1,17:45:00,17:45:00,0,0
TI_9511_20260403,TI:MILANO_CENTRALE,0,06:10:00,06:10:00,0,0
TI_9511_20260403,TI:ROMA_TERMINI,1,09:49:00,09:49:00,0,0
TI_9511_20260404,TI:MILANO_CENTRALE,0,06:10:00,06:10:00,0,0
TI_9511_20260404,TI:ROMA_TERMINI,1,09:49:00,09:49:00,0,0
TI_9511_20260405,TI:MILANO_CENTRALE,0,06:10:00,06:10:00,0,0
TI_9511_20260405,TI:ROMA_TERMINI,1,09:49:00,09:49:00,0,0
TI_9508_20260403,TI:ROMA_TERMINI,0,06:00:00,06:00:00,0,0
TI_9508_20260403,TI:MILANO_CENTRALE,1,09:50:00,09:50:00,0,0
TI_9606_20260403,TI:ROMA_TERMINI,0,06:25:00,06:25:00,0,0
TI_9606_20260403,TI:MILANO_CENTRALE,1,09:24:00,09:24:00,0,0
TI_9608_20260403,TI:ROMA_TERMINI,0,06:50:00,06:50:00,0,0
TI_9608_20260403,TI:MILANO_CENTRALE,1,10:00:00,10:00:00,0,0
TI_9512_20260403,TI:ROMA_TERMINI,0,07:10:00,07:10:00,0,0
TI_9512_20260403,TI:MILANO_CENTRALE,1,10:50:00,10:50:00,0,0
TI_9610_20260403,TI:ROMA_TERMINI,0,07:20:00,07:20:00,0,0
TI_9610_20260403,TI:MILANO_CENTRALE,1,10:35:00,10:35:00,0,0
TI_9508_20260404,TI:ROMA_TERMINI,0,06:00:00,06:00:00,0,0
TI_9508_20260404,TI:MILANO_CENTRALE,1,09:50:00,09:50:00,0,0
TI_670_20260404,TI:PISA_CENTRALE,0,11:33:00,11:33:00,0,0
TI_670_20260404,TI:MILANO_CENTRALE,1,15:55:00,15:55:00,0,0
TI_9608_20260404,TI:ROMA_TERMINI,0,06:50:00,06:50:00,0,0
TI_9608_20260404,TI:MILANO_CENTRALE,1,10:00:00,10:00:00,0,0
TI_9512_20260404,TI:ROMA_TERMINI,0,07:10:00,07:10:00,0,0
TI_9512_20260404,TI:MILANO_CENTRALE,1,10:50:00,10:50:00,0,0
TI_9610_20260404,TI:ROMA_TERMINI,0,07:20:00,07:20:00,0,0
TI_9610_20260404,TI:MILANO_CENTRALE,1,10:35:00,10:35:00,0,0
TI_9508_20260405,TI:ROMA_TERMINI,0,06:00:00,06:00:00,0,0
TI_9508_20260405,TI:MILANO_CENTRALE,1,09:50:00,09:50:00,0,0
TI_670_20260405,TI:PISA_CENTRALE,0,11:33:00,11:33:00,0,0
TI_670_20260405,TI:MILANO_CENTRALE,1,15:55:00,15:55:00,0,0
TI_9512_20260405,TI:ROMA_TERMINI,0,07:10:00,07:10:00,0,0
TI_9512_20260405,TI:MILANO_CENTRALE,1,10:50:00,10:50:00,0,0
TI_9610_20260405,TI:ROMA_TERMINI,0,07:20:00,07:20:00,0,0
TI_9610_20260405,TI:MILANO_CENTRALE,1,10:35:00,10:35:00,0,0
TI_8606_20260403,TI:ROMA_TERMINI,0,06:42:00,06:42:00,0,0
TI_8606_20260403,TI:TORINO_PORTA_NUOVA,1,13:40:00,13:40:00,0,0
TI_9716_20260403,TI:MILANO_PORTA_GARIBALDI,0,10:50:00,10:50:00,0,0
TI_9716_20260403,TI:TORINO_PORTA_NUOVA,1,12:01:00,12:01:00,0,0
TI_9304_20260403,TI:ROMA_TERMINI,0,07:25:00,07:25:00,0,0
TI_9304_20260403,TI:TORINO_PORTA_NUOVA,1,12:24:00,12:24:00,0,0
TI_8606_20260404,TI:ROMA_TERMINI,0,06:42:00,06:42:00,0,0
TI_8606_20260404,TI:TORINO_PORTA_NUOVA,1,13:40:00,13:40:00,0,0
